Date,High,Low,Open,Close,Volume,Adj Close
2019-06-26,227.22999572753906,218.10000610351562,220.30999755859375,219.27000427246094,8507200,219.27000427246094
2019-06-27,222.89999389648438,217.35000610351562,219.4499969482422,222.83999633789062,6339700,222.83999633789062
2019-06-28,225.1699981689453,220.8000030517578,220.99000549316406,223.4600067138672,6851400,223.4600067138672
2019-07-01,233.10000610351562,226.27999877929688,230.2100067138672,227.1699981689453,8238000,227.1699981689453
2019-07-02,229.14999389648438,222.22000122070312,228.88999938964844,224.5500030517578,9259000,224.5500030517578
2019-07-03,241.57000732421875,234.50999450683594,239.38999938964844,234.89999389648438,14201100,234.89999389648438
2019-07-05,235.4499969482422,230.8000030517578,234.57000732421875,233.10000610351562,7065700,233.10000610351562
2019-07-08,232.25,228.66000366210938,231.24000549316406,230.33999633789062,5880500,230.33999633789062
2019-07-09,231.0,227.27999877929688,228.97000122070312,230.05999755859375,6190800,230.05999755859375
2019-07-10,238.94000244140625,233.13999938964844,234.14999389648438,238.9199981689453,9145700,238.9199981689453
2019-07-11,241.5,235.8000030517578,238.13999938964844,238.60000610351562,7514400,238.60000610351562
2019-07-12,245.3800048828125,239.7100067138672,239.75,245.0800018310547,9200500,245.0800018310547
2019-07-15,254.4199981689453,244.86000061035156,248.0,253.5,11000100,253.5
2019-07-16,253.52999877929688,247.92999267578125,249.3000030517578,252.3800048828125,8149000,252.3800048828125
2019-07-17,258.30999755859375,253.35000610351562,255.6699981689453,254.86000061035156,9764700,254.86000061035156
2019-07-18,255.75,251.88999938964844,255.0500030517578,253.5399932861328,4764500,253.5399932861328
2019-07-19,259.9599914550781,254.6199951171875,255.69000244140625,258.17999267578125,7038100,258.17999267578125
2019-07-22,262.1499938964844,254.19000244140625,258.75,255.67999267578125,6842400,255.67999267578125
2019-07-23,260.4800109863281,254.5,256.7099914550781,260.1700134277344,5023100,260.1700134277344
2019-07-24,266.07000732421875,258.1600036621094,259.1700134277344,264.8800048828125,11072800,264.8800048828125
2019-07-25,234.5,225.5500030517578,233.5,228.82000732421875,22418300,228.82000732421875
2019-07-26,230.25999450683594,222.25,226.9199981689453,228.0399932861328,10027700,228.0399932861328
2019-07-29,235.94000244140625,226.02999877929688,227.08999633789062,235.77000427246094,9273300,235.77000427246094
2019-07-30,243.36000061035156,232.17999267578125,232.89999389648438,242.25999450683594,8109000,242.25999450683594
2019-07-31,246.67999267578125,236.64999389648438,243.0,241.61000061035156,9178200,241.61000061035156
2019-08-01,244.50999450683594,231.77000427246094,242.64999389648438,233.85000610351562,8259500,233.85000610351562
2019-08-02,236.27000427246094,229.22999572753906,231.35000610351562,234.33999633789062,6136500,234.33999633789062
2019-08-05,231.3699951171875,225.77999877929688,229.60000610351562,228.32000732421875,7028300,228.32000732421875
2019-08-06,232.5,225.75,231.8800048828125,230.75,5564200,230.75
2019-08-07,233.57000732421875,225.8000030517578,226.5,233.4199981689453,4776500,233.4199981689453
2019-08-08,239.8000030517578,232.64999389648438,234.4499969482422,238.3000030517578,5274300,238.3000030517578
2019-08-09,238.9600067138672,233.80999755859375,236.0500030517578,235.00999450683594,3898200,235.00999450683594
2019-08-12,235.77000427246094,228.75,232.99000549316406,229.00999450683594,4663900,229.00999450683594
2019-08-13,236.0,227.5500030517578,228.80999755859375,235.0,4848100,235.0
2019-08-14,231.5,216.69000244140625,231.2100067138672,219.6199951171875,9562600,219.6199951171875
2019-08-15,221.55999755859375,211.5500030517578,220.86000061035156,215.63999938964844,8159600,215.63999938964844
2019-08-16,222.24000549316406,216.02000427246094,216.66000366210938,219.94000244140625,5098500,219.94000244140625
2019-08-19,227.8300018310547,221.6999969482422,224.2100067138672,226.8300018310547,5309600,226.8300018310547
2019-08-20,229.08999633789062,224.5399932861328,227.6199951171875,225.86000061035156,4125200,225.86000061035156
2019-08-21,223.22000122070312,217.60000610351562,222.00999450683594,220.8300018310547,7794300,220.8300018310547
2019-08-22,225.39999389648438,218.22000122070312,222.8000030517578,222.14999389648438,6559000,222.14999389648438
2019-08-23,221.1699981689453,211.0,219.97000122070312,211.39999389648438,8538600,211.39999389648438
2019-08-26,215.02000427246094,211.5399932861328,213.60000610351562,215.0,5051900,215.0
2019-08-27,218.8000030517578,212.02999877929688,215.74000549316406,214.0800018310547,5416200,214.0800018310547
2019-08-28,217.25,212.30999755859375,213.69000244140625,215.58999633789062,3225500,215.58999633789062
2019-08-29,223.39999389648438,218.0,219.0,221.7100067138672,5179500,221.7100067138672
2019-08-30,232.44000244140625,224.2100067138672,229.14999389648438,225.61000061035156,9320600,225.61000061035156
2019-09-03,228.9499969482422,223.16000366210938,224.0800018310547,225.00999450683594,5354100,225.00999450683594
2019-09-04,228.4600067138672,219.2100067138672,226.88999938964844,220.67999267578125,5761000,220.67999267578125
2019-09-05,229.8000030517578,220.85000610351562,222.5,229.5800018310547,7395300,229.5800018310547
2019-09-06,229.63999938964844,225.1699981689453,227.1999969482422,227.4499969482422,4189400,227.4499969482422
2019-09-09,233.75999450683594,229.22999572753906,230.0,231.7899932861328,4802700,231.7899932861328
2019-09-10,235.5399932861328,228.94000244140625,230.8000030517578,235.5399932861328,4883700,235.5399932861328
2019-09-11,248.1699981689453,236.0,237.3800048828125,247.10000610351562,10042800,247.10000610351562
2019-09-12,253.5,244.39999389648438,247.6999969482422,245.8699951171875,8581200,245.8699951171875
2019-09-13,248.4499969482422,244.8699951171875,246.9600067138672,245.1999969482422,5313100,245.1999969482422
2019-09-16,247.42999267578125,241.1699981689453,246.0,242.80999755859375,4728100,242.80999755859375
2019-09-17,245.60000610351562,240.3699951171875,242.47000122070312,244.7899932861328,3865400,244.7899932861328
2019-09-18,248.1699981689453,242.3699951171875,245.0,243.49000549316406,4170200,243.49000549316406
2019-09-19,247.94000244140625,244.83999633789062,246.0,246.60000610351562,4795800,246.60000610351562
2019-09-20,246.9499969482422,238.16000366210938,246.49000549316406,240.6199951171875,6353000,240.6199951171875
2019-09-23,245.17999267578125,239.22000122070312,240.0,241.22999572753906,4340200,241.22999572753906
2019-09-24,241.99000549316406,222.61000061035156,241.52000427246094,223.2100067138672,12891500,223.2100067138672
2019-09-25,228.97999572753906,218.36000061035156,224.55999755859375,228.6999969482422,9427100,228.6999969482422
2019-09-26,243.30999755859375,227.39999389648438,230.66000366210938,242.55999755859375,11884500,242.55999755859375
2019-09-27,248.7100067138672,238.72999572753906,242.1999969482422,242.1300048828125,11116400,242.1300048828125
2019-09-30,243.97999572753906,236.11000061035156,243.0,240.8699951171875,5879800,240.8699951171875
2019-10-01,245.9499969482422,239.1300048828125,241.5,244.69000244140625,6162600,244.69000244140625
2019-10-02,244.64999389648438,239.42999267578125,243.2899932861328,243.1300048828125,5631400,243.1300048828125
2019-10-03,234.47999572753906,224.27999877929688,231.86000061035156,233.02999877929688,15084500,233.02999877929688
2019-10-04,234.77999877929688,228.07000732421875,231.61000061035156,231.42999267578125,7995000,231.42999267578125
2019-10-07,238.55999755859375,228.5500030517578,229.8000030517578,237.72000122070312,8064200,237.72000122070312
2019-10-08,243.94000244140625,234.5,235.8699951171875,240.0500030517578,8678200,240.0500030517578
2019-10-09,247.3000030517578,240.64999389648438,241.32000732421875,244.52999877929688,6894400,244.52999877929688
2019-10-10,249.27999877929688,241.5800018310547,245.27999877929688,244.74000549316406,6283300,244.74000549316406
2019-10-11,251.0800018310547,246.80999755859375,247.14999389648438,247.88999938964844,8475400,247.88999938964844
2019-10-14,258.54998779296875,247.1300048828125,247.89999389648438,256.9599914550781,10205000,256.9599914550781
2019-10-15,260.0,254.1199951171875,257.70001220703125,257.8900146484375,6432800,257.8900146484375
2019-10-16,262.1000061035156,256.9200134277344,257.3900146484375,259.75,6684100,259.75
2019-10-17,264.7799987792969,260.1700134277344,262.5,261.9700012207031,4769300,261.9700012207031
2019-10-18,262.79998779296875,255.10000610351562,260.70001220703125,256.95001220703125,5749800,256.95001220703125
2019-10-21,259.5,250.17999267578125,258.3299865722656,253.5,5020300,253.5
2019-10-22,258.3299865722656,250.85000610351562,254.32000732421875,255.5800018310547,4600800,255.5800018310547
2019-10-23,256.1400146484375,251.35000610351562,254.5,254.67999267578125,5261100,254.67999267578125
2019-10-24,304.92999267578125,289.20001220703125,298.3699951171875,299.67999267578125,29720900,299.67999267578125
2019-10-25,330.0,296.1099853515625,297.7200012207031,328.1300048828125,30006100,328.1300048828125
2019-10-28,340.8399963378906,322.6000061035156,327.5400085449219,327.7099914550781,18870300,327.7099914550781
2019-10-29,324.29998779296875,314.75,319.989990234375,316.2200012207031,12684300,316.2200012207031
2019-10-30,318.7900085449219,309.9700012207031,313.0,315.010009765625,9641800,315.010009765625
2019-10-31,319.0,313.0,313.1000061035156,314.9200134277344,5067000,314.9200134277344
2019-11-01,316.4800109863281,309.79998779296875,316.32000732421875,313.30999755859375,6383900,313.30999755859375
2019-11-04,321.94000244140625,309.260009765625,314.79998779296875,317.4700012207031,8787000,317.4700012207031
2019-11-05,323.510009765625,316.1199951171875,319.6199951171875,317.2200012207031,6943400,317.2200012207031
2019-11-06,326.7200012207031,314.5,318.0,326.5799865722656,7940900,326.5799865722656
2019-11-07,341.5,328.0199890136719,329.1400146484375,335.5400085449219,14467300,335.5400085449219
2019-11-08,337.4599914550781,332.5,334.5,337.1400146484375,6069200,337.1400146484375
2019-11-11,349.19000244140625,342.0,343.95001220703125,345.0899963378906,9986700,345.0899963378906
2019-11-12,350.3699951171875,344.0400085449219,346.8999938964844,349.92999267578125,7359400,349.92999267578125
2019-11-13,356.3299865722656,345.17999267578125,355.0,346.1099853515625,8420100,346.1099853515625
2019-11-14,353.8399963378906,342.9100036621094,346.1099853515625,349.3500061035156,6464900,349.3500061035156
2019-11-15,352.79998779296875,348.3599853515625,350.6400146484375,352.1700134277344,4809000,352.1700134277344
2019-11-18,353.1499938964844,346.1000061035156,352.9200134277344,349.989990234375,4400400,349.989990234375
2019-11-19,359.989990234375,347.79998779296875,351.75,359.5199890136719,7724800,359.5199890136719
2019-11-20,361.20001220703125,349.57000732421875,360.0,352.2200012207031,6725100,352.2200012207031
2019-11-21,360.8399963378906,354.0,354.510009765625,354.8299865722656,6110000,354.8299865722656
2019-11-22,341.0,330.0,340.1600036621094,333.0400085449219,16870600,333.0400085449219
2019-11-25,344.57000732421875,334.4599914550781,344.32000732421875,336.3399963378906,12339500,336.3399963378906
2019-11-26,335.5,327.1000061035156,335.2699890136719,328.9200134277344,7947400,328.9200134277344
2019-11-27,333.92999267578125,328.57000732421875,331.1199951171875,331.2900085449219,5555600,331.2900085449219
2019-11-29,331.260009765625,327.5,331.1099853515625,329.94000244140625,2465600,329.94000244140625
2019-12-02,336.3800048828125,328.69000244140625,329.3999938964844,334.8699951171875,6074500,334.8699951171875
2019-12-03,337.9100036621094,332.19000244140625,332.6199951171875,336.20001220703125,6573700,336.20001220703125
2019-12-04,337.8599853515625,332.8500061035156,337.75,333.0299987792969,5533000,333.0299987792969
2019-12-05,334.4200134277344,327.25,332.8299865722656,330.3699951171875,3724600,330.3699951171875
2019-12-06,338.8599853515625,334.7699890136719,335.0,335.8900146484375,7612400,335.8900146484375
2019-12-09,344.45001220703125,335.0799865722656,336.5899963378906,339.5299987792969,9023100,339.5299987792969
2019-12-10,350.7300109863281,339.30999755859375,339.9599914550781,348.8399963378906,8828300,348.8399963378906
2019-12-11,357.19000244140625,351.0899963378906,351.8800048828125,352.70001220703125,6897800,352.70001220703125
2019-12-12,362.739990234375,353.2300109863281,354.9200134277344,359.67999267578125,7763900,359.67999267578125
2019-12-13,365.2099914550781,354.6400146484375,361.04998779296875,358.3900146484375,6570900,358.3900146484375
2019-12-16,383.6099853515625,362.5,362.54998779296875,381.5,18174200,381.5
2019-12-17,385.5,375.8999938964844,378.989990234375,378.989990234375,8496800,378.989990234375
2019-12-18,395.2200012207031,380.5799865722656,380.6300048828125,393.1499938964844,14121000,393.1499938964844
2019-12-19,406.8500061035156,396.5,397.32000732421875,404.0400085449219,18107100,404.0400085449219
2019-12-20,413.0,400.19000244140625,410.2900085449219,405.5899963378906,14752700,405.5899963378906
2019-12-23,422.010009765625,410.0,411.7799987792969,419.2200012207031,13319600,419.2200012207031
2019-12-24,425.4700012207031,412.69000244140625,418.3599853515625,425.25,8054700,425.25
2019-12-26,433.4800109863281,426.3500061035156,427.9100036621094,430.94000244140625,10633900,430.94000244140625
2019-12-27,435.30999755859375,426.1099853515625,435.0,430.3800048828125,9945700,430.3800048828125
2019-12-30,429.0,409.260009765625,428.7900085449219,414.70001220703125,12586400,414.70001220703125
2019-12-31,421.2900085449219,402.0799865722656,405.0,418.3299865722656,10285700,418.3299865722656
